Review_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2
2178,Negative,anyone jumps place one insisted food heard great decided give came early wednesday looked excited actually customers sitting outside tables small nowhere place purse functional purse holding either sounds already coconut rice way friend took chicken know particular dish sweet felt heaps sugar onto food three turned dinner right menu appetizing first best zero need equation next ,one food heard decided give ,0,0
535,Positive,drinks food gets place hang friends nice look place order tasty lemon drink taste alcoholic trouble much alcohol shoestring perfect cheesesteak egg think tasted mouth called enjoy meal per ,drinks gets place nice tasty ,0,0
2982,Negative,since owners stopped sucked food got people waiting yesterday morning go around corner old city diner try well place looked great service waiter empties coffee meal eat finally last meal tip came setup waiter replace setting diner kinda shocked sitting coffees asked time standard waiter regular crowd bad great food good service waitstaff hire broads ,since owners stopped food got ,0,0
50,Positive,great tapas experience fairly savory everything chorizo particularly dip bread meal went around fairly empty gave us entire glass taste flavor ended getting pitcher deal go back night ,great tapas fairly savory everything ,1,1
609,Negative,really wanted decor lovely hosts friend reservation good entree friend lamb portion reduced dry restaurant lamb better taste mousse entree wonderful lamb chops said ok nothing special back prices meal ,wanted decor friend dry restaurant ,0,0
215,Positive,now favorite second tonight service food beyond menu selection good time trying order brunch awesome blt bacon sad bacon even freaking good boyfriend got also important note ordered one one wish ordered beer cedar mary wish bartenders good said day dinner amber waitress top sucking back refills ordered veggie wings brussel sprouts start phenomenal explained us make back including wings wish seitan tried chef refuses serve personally boyfriend option menu went cheese original hey average good place huge sketch anywhere even cedar point cooked perfection sooooo fresh grass brioche bun way compliment place solid cheese burger among need anthony table say hi introduce think took people businesses neighborhood businesses personal introduction told loved back often wish lot luck really great ordered pie dessert average effing good tell menu places grow farm one really shop gets will seating really nice spring go bring friends fishtown ,favorite beyond selection good trying ,0,0
2934,Negative,prices decent prices better side enjoy atmosphere side diner way large outdoor seating positive club let many move let alone dance unless stranger case separate turn want type okay paying dj old well bunch whatever ,decent better enjoy atmosphere way ,1,1
109,Positive,yummmm one touristy still place philadelphia yes parking know rude reviews heavily based taste always sauteed onions cheesesteaks meat cheese huge always feel happy eating huge cheesesteak prepared fun go cram something kids usually one driving adventure finding also boyfriend properly experience say also compare delicious ,place philadelphia yes reviews heavily ,0,0
525,Negative,since much philly early eat advice concierge hit place onto set bunch bad disco set levels feel inside old trim place trying hard failing left second fine sit wicker suspended ceiling people seems novelty never even let alone seats time left back seat way awkward ok though first songs music consistency songs went current indie songs loud thumping club odd decor music outs friendly us since going order tell need time comes back order bbq entree tells us food finally food one entrees thought tell server quickly offers entree tells spicy spicy us ordered server enjoyment place never ,since philly eat onto set ,0,0
26,Positive,beautiful came day perfect locations space claustrophobic making abt easy way ppl cautious someone said highly making reservations awkward dance ppl plus wait table available regular sangria dilemma order pitcher glass way strong tropical sangria fruity def prefer regular sangria keep sufficient many food yum yum yum absolute pollo ok reminded cooking give four plates ppl also refill basket nice bc use taste chicken start dinner unfortunately going blocked able meal bday girl considerations ,beautiful came day perfect space ,1,1
773,Negative,hopes hole wall piques menu items enticing people array things remember items issue food lot salty courses helps great deal bring dish bite horrid come ,menu items people array remember ,0,0
278,Positive,must amazing circa school yummy food husband line corner waited lovely sweet gentleman every often coffee remember last time stellar onto food lemon ricotta pancake never life eat need syrup butter even though flavored butters good go thee amazing back eat go hungry ,must amazing school yummy line ,1,1
7435,Negative,years existed star years ago time place updated one update red kidding plus swear used kinda review said sandwich grimy atmosphere backdrop sort find street block quick ,years star time one update ,0,0
296,Positive,well feel really wait previous becomes wait yes first appreciate handing cookies fries still debating opinion sauce wait nice recommend actually makes order sure quaint ton walls noticeably ton written seat mirror near front reading reviews cinnamon butter order eggs mind imagined much pancakes big cinnamon butter flavoring eggs good runny bacon turkey although argue real bacon tasty goodness eating started pass really kept thinking take way physically walk typical style fully staff ,well feel really yes cookies ,0,0
3821,Negative,although see good one minutes two bottle drank right middle dinning practically cold wait finally smokey eyes always exhaust server pleasant food hmm order typical salad mistake tomatoes somehow still good appetizer pepper scallops imagine beautiful large seared come little scallops pretty tasty sauce say scallops dish fish good hard mess whole fish impressed friend told food good however abundance positive judge guess ,although see one minutes two ,0,0
379,Positive,go dinner time full way salad wrap learned thinking way house salad well worth realllly dry huge wrapped muscle maker lunch enjoy yet wrap mistaken good job will ,dinner full wrap well wrapped ,1,1
5770,Negative,place four stars night sashimi dinner spicy tuna salmon roll took yellowtail sashimi freshest sashimi pretty good everything fishy tuna horrible access place market farmington hartford worst drenched think really bad usually ,four salmon roll took pretty ,1,1
804,Positive,food atmosphere interior design big place need wait still restaurant lovely brought wrong plate one soon staffs speak quite strong wonderful style sausage made feel much also ,interior design big place lovely ,1,1
844,Negative,white seriously grew went celebratory nice nights lamb usually fresh delicious garlic go unfortunately returning appears price hike months nicer establishment law wharton folks across street kidding last year burger hour anymore guessing price afford menus really obnoxious things place food now established venue small select rich peeps ,grew went usually go returning ,0,0
325,Positive,boyfriend went saturday ago waited enjoyed cups order rickey ordered egg cream awesome breakfast challah french comes strawberry line minutes greeted chatted regulars atmosphere really tasty food stack near front tight guess storage limited group group showed seated immediately party ,ago waited enjoyed rickey egg ,1,1
351,Negative,meh michigan bad special though really looking marakesh merguez sausage unfortunately sausage toppings top moroccan mediterranean bland fries good aioli maybe wanted go eat though ,meh bad special though top ,0,0
462,Positive,place since first visit fatty brisket pork ribs portions downside place still serious give bit still knocking chairs spilling things chunks early food corn corn sausage great now place star potential ,place visit fatty brisket pork ,0,0
5976,Negative,one word sigh place go now want place first minutes decided table room got pints pretty tasted lines cleaned order appetizer everytime deserve time ordered winner time burnt fish guess cook fish chips oil entrees came later ok tasted fish ordered going come guess added brought said thanks beer know re serve said watched shame place used another said pubs grasshopper morristown go cedar grove ,one word go now want ,0,0
367,Positive,ok try even suggestion wait hours place packed wait pick dinner round veggie version dog take home try first bite little afraid underdogs new vegan vegetarian kinks person particular hot brands finding suitable see going yummy however toppings dog bun hopeful ate gave hot although taste eating dog additional spices vegetarians fans mock tasting close real thing hot satisfy craving one hits also came drink fries came chose garlic dairy wrestling tasty forward ,try suggestion place packed dinner ,0,0
148,Negative,native much steaks way tastes often waste lot fat spit wet soggy fan either always taste likely tradition workers god much water buy puppy hold head know done raise soggy wet steak spitting trap eh cheese fry soda money much spent across street rather wait long ever eat go now even business ,steaks way waste wet soggy ,0,0
433,Positive,one awesome east coast food excellent seating normally order appetizer mushrooms decidant tortilla soup best coyote crossing second entrees wow room dessert mexican homemade churros die ,awesome east coast excellent seating ,1,1
3081,Negative,used great day overpriced however last paid failed impress good bottled food gone downhill lately menu changes seasonally special food fails prices end food ct york food far saying terrible although visits near prices caseus menu lot apps entrees choices grilled cheese worse cheese costs half costs hit cheese truck drive bit great great restaurants area looking meal ,used overpriced however paid failed ,0,0
678,Positive,italian best area based best since guillotine brooklyn pretty guess make pizza parmesan cheese rest pizzas lone exception topping pretty dry opinion chicken pizza anyway right good heros calzones strong stars ,best make exception chicken right ,1,1
2630,Negative,got place feel right away host options sorta middle close table us tired def bitter oh also tried cornbread spread decent entree told special highly recommended got special roasted bobo shallot honey got waffles mash potato wanted potato missed food arrived cool potato began tender tender stayed oven roaster lot anyway feet totally freaked put already needless enjoy also mash potato also salty initially orders entree see oh dessert dessert menu anyway still inquiry cold shift either way return ,got away options table us ,0,0
1038,Positive,liked place nice tasty although chose meal option larger ask little pricier good bar tables downstairs also dining red good ordered little due sauce satisfied left take home mine well sauce definitely back ,liked place nice tasty chose ,0,0
4033,Negative,another one cuban leave ate friday night completely meal pay next seek find amends meal authentic cuban restaurant know york city queens much much fulfilling meal next day much spent total left satisfied rest left hungry show pay teeth meal taste anywhere many people everyday paying cuisine supposed delicious meal people good food cheap good real compare knew know love much oh well least know truth many downtown hipsters take parents cuban miami cafecito captures real meal near realm quantities honest latin queens late sometimes go dinner completely american american fact prices croquettas prices seem ludicrously point food fake hipsters frequent overpriced cuban want cafecito st habana even cuban flock friends authentic cuban must try must go americanized cuban establishments much papa ,another one cuban leave ate ,0,0
324,Positive,recently came seven hiatus went kept going swiss closed sundays open evening good mesh working sunday excited line yeah dork now daytime nights heading gardens forgot museum tuesdays oatmeal brains side hate mean away thing kid even though also service nevertheless bread french oh love fresh strawberries ft dry fresh strawberries news pumpkin pumpkin bigger french loved cherry lime order pancakes next time love wicked nice also now know going around perfect large stroller side room end give four stars go back probably order ft use ,recently came kept open evening ,0,0
2364,Negative,decided delivery one wanted chose order never tried place reviews first arrived half hour later got call delivery driver went apologetic talking phone sounded star food ordered maki soup shrimp tempura boston roll okay fresh dipped spicy tuna unappealing tuna sound ate stomachache disgusting bathroom later star good roll express sushi go real want sushi ,decided one wanted order never ,0,0
73,Positive,dragged road trip better cheesesteak philly gonna lie fan chease figured try tehres huge july line went definetly assembly classic cheese see kitchen prepare food sandwiches flying cakes line patron competetion going steak sit tables presummembly started one well kept till guy family left waited drooling starving order classic provolone cheese ugh wiz got drink steaks massive worth cost first good cheese wiz missing peppers onions perhaps mine provolne onions make heavenly ate whole literally buy another first time cheese hear think geno got ever back will stop one menu ,trip gonna fan figured try ,1,1
119,Negative,away family friends feel philly state go progression go hearing good cheesesteak point hierarchy good now tourist popularity dry toppings walk time feeling also blatant foreigners though true spanish speaking population live nature multi ,away friends philly go cheesesteak ,1,1
16,Positive,cute came night reservation regal union movie theater far thinking dinner movie welcome arrived little early minutes table ready waiting annoying except doorway waiters constantly sorry time time ordered espanola potato pie sadly really plain gosh pie potato arriero skirt ordered size say ate ordered racion pieces one now albondiguillas estofadas delicious see coming solomillo la naranja great jamon much love skip one rolled ham triangles seafood paella sticky paella know ridiculous made huge pretty bravas spicy potato good mango sangria pitcher place order great overall fun experience really nice oh free party one kept asking gave smile faces miss since prices people tip person recommendations skirt steak albondiguillas ,cute came night reservation union ,0,0
490,Negative,times lifetime high used think awesome fusion choice pad thai however past realized time way skip bright side nice hanging chairs always portions price remember getting pond korean tacos small price moderately expensive lobster mac mac looked rice texture cheese mild flavor plus choice desserts normally got everything cheesecake never liked bf resulted confirmation might cheesecake didnt lot got tired never mix ice cream water ice apple caramel something cake actually cake feeling spongey generally liking caramel ,times high used think however ,0,0
181,Positive,world battles best steak really ugly people philly way downhill tony darn however father south used work italian make cheese rolls hand also raised enough got pork sandwiches steaks come around eat space come right know order window line want anyone holding line cell line paying window told go back rude element nazi place think charm whether onions something american wit th sound want sound local onions wit especially will steak cheese self respecting knows will cheese wiz invented sold provolone melts sure wiz actually conversation behind counter one day day one else told always tourists order want steak local now order steaks one window drinks fries order steak papers pot stand cherry pepper tangy bit sweet right amount see peppers sandwiches red green cherry peppers look ones pot put car cold good luck spot tables want finally stars instead quality everything confrontational xenophobic customers sell fries french raised find better steak liberal find city philly going back usually let cravings mouth watering sliced steak soft melted peppers birch beer cheese intake right understand cheese steaks try make mind ,world best steak really ugly ,0,0
341,Negative,well one new anyone buen provecho located rd hamilton ave peasants predecessors nice first four people many tell forgotten another seated us next us drink seconds seated brought drinks took dinner glance nicely got octopus salad octopus lacked seasoning acid lemon juice thing half boyfriend ordered stew inedible stew tasted gone bad lick order chicken sauce chips dish chicken stuffed plantain mash sauce yellow rice turns plans half overcooked raw stuffed later informed sausage bread sauce side looked food jar rice dry whole seasoned whole sometimes con even one perfect love spanish food definitely good spanish food ,one first four people many ,1,1
306,Positive,tom oh man decided brooklyn museum always sure leave little early go lunch complementary waiting line limited sausages slices service one insane areas ever ordering hard everything menu delish friends something plates also yes insane spoon partial friends rickeys might wanna especially cavity year ,oh museum always sure little ,0,0
162,Negative,worst steak anyone place behind counter unfriendly best right conditions steak salt pepper plastic way soggy bland real let took new philly tourist treat sorely best thus far unknown street leave rude steak place else ,worst behind counter salt pepper ,1,1
226,Positive,best homemade puerto rican food new adela great recent trip adela sets lunch eating kitchen pr casual plus telemundo order beverage great among la reina adela todo de casa ,best homemade puerto rican new ,1,1
175,Negative,honestly believe shithole first never go ever pats cheese point across street pats genos og better plus retinas way genos dont always forefathers didnt maybe jersey ass lives everyone south lots live shit countries everyone place cheese steak lousy anywhere mexican hope one visiting copycat turns least ,honestly believe shithole first never ,1,1
323,Positive,place throwback old enough remember collective made long best creams bar none pancakes sorts flavors place pancakes taste plus strawberry oh kitchen jerk makes forced patio extension yes long weekend offering free wait thing waiting restaurants offer fish eye open plan carefully service think got order mean molecules kitchen state secret love love day rely hypertension medication yum ,place old enough best sorts ,0,0
141,Negative,going either depressing friend came overseas felt town girl never cheesesteak anyway forgot pat rocked bit line none perfect tell boyfriend order care window lady counter translated wiz later lady slid shut boyfriend waved one way ice standing windchill weather cheesesteak really utter garbage someone cheesesteak twice liberty center another fast full hours since ate bites boyfriend friend wanted hate case still feel bread cheese appendix abandoning decided sure help finish cheesesteak friend boyfriend end ,going either friend overseas felt ,0,0
521,Positive,philly one must visit service drinks food incredible server restaurant interesting seating drinks good tasty first time beer lastly never really onion soup thai menu good find philadelphia ,must visit drinks incredible interesting ,0,0
4655,Negative,positive food decided take birthday went tried make reservations parties eight went large min waited min told additional table well ended half hr nearly wait sat take order entire order starving waited mussels grainy traces sand sauce husband entrees stars come regret dinner three hours grumpy waiter hostess frazzled customer service mediocre best sure parties will returning ,food decided take went tried ,0,0
338,Positive,actually couple feel update original review still reasons now also give thumbs yummy reasonably priced anyway food shrimp beef skewers apricot brie flatbread huge delightfully ,feel original also thumbs yummy ,1,1
2015,Negative,dear trusted give honest reviews establishment disgust good concept decided birthday thought busy lounge waited half elbow patrons two tables know sit back cramped one point spilled water table next looked even clean conversational food maybe type place entree maybe come understand however need seriously reconsider portioning bit typical say hungry short ribs cow deep location moral dining potato fairly cook skill transcends portioning girlfriend got dish tomatoes review short grab drink recommend dining merits ,give honest establishment decided thought ,0,0
453,Positive,night eat much possible two us meat fatty brisket pork sausage good temp flavor enough collard cornbread mac cheese tasty fair apple pie staff knowledgable ,night much fatty brisket pork ,0,0
8002,Negative,parents last night nearby say last service waiter asked waiter asked soup croutons finally entrees came say dishes sent minutes hostess said answer problem sharing entree want wait another cooked thought grand tip even deserve sure never return stick trattoria ouzo always great entrees arrive less never make ,service waiter asked finally minutes ,0,0
318,Positive,finally eggs correct service really cup coffee french amazing horseradish sauce cinnamon whipped cream brought line knew outside neighborhood walk great experience think found regular line came chocolate chip cookie yeaah open ,really cup amazing sauce cinnamon ,0,0
1482,Negative,got food place setting aside smaller plastic menu wait brunch forty minutes hostess said two hours opinion try especially everyone say overall service bad hostess names mixed ready hostess shift tried originally organizing bakery server friendly food slow come notice much good company famished ended getting hot chicken sugar blueberry egg salmon chicken sandwich burger fries fresh blueberry pancakes airy light yet certain maple butter good pairing sweet still pancakes salmon scramble whites fluffy good eggs unsettling unfit fishy said best salmon pairing eggs ache eating remember grade check stick known pancakes muffins although try anything section looked pretty fairly think muffin ,got food aside smaller plastic ,0,0
307,Positive,recently brooklyn easy going good food friendly sunday got coolest place waiting gooooood staff friendly good fries staple sauce world really easy less minute walk try want go ,recently easy good friendly place ,0,0
4374,Negative,food really got ready till trying push tomatoes mozzarella suggesting four times raise hand three first put wine boy wine lastly food silverware new silverware raise attention pulling concept small dishes share suggested wine pairings ruined idea ,food got ready tomatoes four ,0,0
234,Positive,wow place rave tiny pop restaurant par super welcoming took worth wait table dishes mofongo tasted different delicious tostones perfectly outside crispy inside breaded chicken simple crispy light also byob say going charge open one close us table really friendly die extremely affordable ,place rave pop super dishes ,0,0
707,Negative,really forward spot south love great biscuits unfortunately experience sub par nye afternoon industry wanted catch food menu coming got table minutes getting nice catching waitress came table brought glasses asked coffee appetizers immediately seemed cafe half full time veggies brought welcome nice veggies wilted looked thought meant pickled dip nice water glasses eggs different nice fried tomatoes blah waitress suggestion couple biscuits recommend sharing came biscuits really made hard cut ate biscuits quickly hungry ingredients biscuits also grocery mesculin mix biscuit wilt put sandwiches also food different georgia lived flavors savory salty love mustard coleslaw meal gross tasteless disappointing waitress couple mildly something busy right second made create waitress lacked set table waitress experience uncomfortable also despise pay ipad give tip hand waitress although justify industry think cafe slow comfortable need table appears convenient give another completely baffled feel ,south biscuits experience sub afternoon ,0,0
484,Positive,year waiter establishment us global one one try everything pretty service tried glazed pork belly butternut squash puree zest chicken tikka masala style basmati raita spinach soy sauce monkey warm banana wonton walnuts vanilla ice cream catch friends night east area definitely back ,year try everything glazed pork ,0,0
697,Negative,super check snowy night good cocktails made great bit top ordering cocktail way go bad olives dont service way order strange cheese meat hunk butter place sort raunchy hip really fit entire around bad ,check made bit top ordering ,0,0
335,Positive,really great space prepared terrific fun stand long even us ridiculous bartender tim ass sexy said food flatbread filet enjoyed vibe breadth customers age race dress etc got gay ,really great space prepared terrific ,1,1
3215,Negative,came birthday dinner two going birthday dinner left sour reservation expected low key something cozy nothing obnoxious partner check sat water open bottle wine looked service maybe wanted greet us existence got time survey place chipped bread every familiarize limited types oysters appetizers fish phone check tell choices since order whatever want food type oysters menu another papadelle mushroom hamachi tartar entr strip bass waiter place said place oysters appetizers wait partner felt though service another bread end crust bread due looks weird gave piece bread however new bread sq inch left crust frustrated maybe another arrived waiting date arrive promptly waiter tentative asking bottle within min sigh citizen strike right food arrived oysters salty got quarter wondering oysters double clarify pretty chops tartar hockey tartar little bland tasted scallion much cooked wow percino cheese made salty octopus burnt understand charred will give going pork belly chef grain cut choked veal breast time chewing meat trying hard spit say thank god instead tell us told something donut want deal waiter anymore something asked paid left ,two going left sour expected ,1,1
632,Positive,made night continuing went able table started egg drop chicken soup homemade grandma make chicken soup using fried zucchini lightly leaves still think strong caught entrees chicken striped spanikopita good try things little walk long corridor tables back also got turn order time usually take order two time new beer alfa place also bad wallet try sidenote activity tables next long grey joke raise glasses sao ,night started egg drop chicken ,0,0
5098,Negative,came checking offerings bit chose one plate amount food black hummus interesting served fresh veggies worked nuttier standard fish chips another pictured across yelp fried fries fish oil tasted soggy moisture saving grace punch two toppings yuzu drizzled fish little creativity short hope night plan return except maybe pleasant ,bit one food hummus another ,0,0
423,Positive,review think better return singing praises going away right though space waitress great sort bowl amazing generous tempted star menu night sweet plantains cream caramel sauce well worth rolled side full may something ,right space great amazing generous ,1,1
6454,Negative,ordered night take minutes got another food come going instead saying normal opened container chicken pad ew called send away took another tofu pad se arrive finally chance later bland small portion close thai places usually give plenty enough later night next morning think thai area ,ordered take minutes got another ,0,0
56,Positive,nai friends came day went beyond seated top back dates recommended tapas order everything came right probably different tapas white sangria standouts meatballs dishes well however mind waiter brought extra tapa pointed order touched yet back us house well mistake whole meal costing dollars let recommend tapas good reasonable laid atmosphere ,nai came day beyond recommended ,0,0
3006,Negative,surprised reviews brunch friend chicken knows paying good even served greasy pile chicken pick thing now resourceful issue resorting soggy soaked either served left grease oil swamped entirely ask something minutes check experience joint ever ,brunch friend knows paying even ,1,1
403,Positive,de ever eaten walls good drinks though pacifico think atmosphere cuban old scenes occupied using bathroom taken good date rents yucca fries ropa vieja black soup complain problem either try traditional ,de eaten walls good drinks ,0,0
8353,Negative,place stars cheese burger extras burgers least fries good rockets cheap order process strange order pay go find seat food come one tasy hey charge students students qdoba street grill block better burgers place ,cheese burger burgers least fries ,0,0
486,Positive,probably little since essentially started day dollars scrounged together sandwich went local penny convert loose change dollar bills broke ended us fancy restaurant level wicker entrees delicious cocktails delectable well ,probably little started day together ,0,0
7404,Negative,things place ton come really one really wanted first problem big problem food pear muffin guess good nothing home similar one food good left now will forget glory diner yeah edit ketchup forget anyone loves ,come one wanted first problem ,0,0
104,Positive,went two ago visited philly hour worth gf cheesesteak return visit soon order since day western church windy meant time decided went traditional go whiz mean cheesesteak adding whiz car eat else philly bigger crowd delicious must anyone area ,ago visited gf visit soon ,0,0
875,Negative,happened white first friend last time summer terrible girlfriend meadow run lamb barely plus well spicy bolognese nothing spectacular much better expensive worthless extremely next door tavern specials ,happened first friend time summer ,0,0
37,Positive,star fact even still table new nyc maybe normal amazing items delicious sparlking white wine sangria words staff really buzzing atmosphere definitely recommend now tapas review ,new amazing delicious white wine ,1,1
329,Negative,place ok first ordered sandwich go forever order gave doubt bc place opened today jenifer studio pictures ropa beans fried yuca mojo hubby ordered came sides came different times ropa leche disappointing yuca greasy great ,ok first ordered sandwich go ,0,0
374,Positive,spot style food hard find family taiwanese love together exotic taiwanese menu standard food favorites three cup chicken ji greens soup minced pork whatever addition stinky tofu taiwanese faint heart say smell eat husband touch stuff least willing friendly pride fresh msg food wonderful selection delicacies also chinese food top familiar food generally cleaner people go every old location glad opened post old country cash last ,spot style find family taiwanese ,0,0
3707,Negative,happened serve amazing side dishes rice meals seems offering served us past night disappointing yes every time type inconsistency us dishes big turn many away thought ,happened serve meals seems us ,0,0
713,Positive,pleasantly nyc several year try place time come drinks decided highlights pork belly fatty sissig meaty gotta love different head pork perfectly complimented salad fresh looking forward soi something discovered thailand version spicy tried good good previously oh ordered favorites perfect tasty spicey flavors dishes although stuffed try halo expect essentially hodge podge cream desserts pretty delicious nice end savory meal friendly efficient setting warm probably benefited propped open feeling se asia definitely locals list regular ,several year try place drinks ,0,0
7023,Negative,think pretty obnoxious people working monday minutes time still closing time crew interested serving explained something evening soon door wait way table give attitude menus minutes meant minutes minutes eat bi otch replied whichever made true gall bye bye settle food mostly staff ,think pretty people minutes time ,1,1
628,Positive,great almost want decoration communion seems come small people birthday made reservation saved nice spot corner mirrors good fantastic surprised good way shared greek greek grilled octopus must try food chop remember name surprisingly ribs dish yogurt prepared birthday cake chocolate mouse yummy galaktobourekakia foodie co place trusted giving waiter asked us food take time order entr ordered appetizer ,great small birthday reservation nice ,1,1
3028,Negative,suppose good going back us door instructed large board lead us amongst much larger sitting squeeze us view preferred less view ate arrived mention alone us roll settled special remember perfectly good restaurant citizens tourists build come visiting want lake take walk take one boats ferries good seafood restaurant either way happier ,going back us door sitting ,0,0
492,Positive,people dinner ambience place bf impressed thought fun though night friends romantic date spot good knowledgeable helpful us many oh well gain tried things much meat eater surprisingly enjoyed cheesesteak ribs style chicken tikka masala small plate portion flavorful however better authentic indian shrimp tacos tasty pickle flavor sesame spinach big dishes one signature cocktails overpriced next time save good larger tapas good time little many saving bit ,dinner ambience place fun night ,1,1
2369,Negative,went couple although good service food overpriced realize rittenhouse portion hanger steak absolutely absurd ordered hanger fully decent steak received quarter normal steak almost ordered previously disappointed made portion mind european portions ridiculous friend eating meal still hungry huge either night absolutely dead bit especially summer hurting decided back food literally salad good worth ,went couple although service food ,1,1
818,Positive,true lunch good think well secret see go lines wait fact meal appealing delicious preserves schaller weber yorktown bread favorite scrambled eggs potatoes served slices thick bacon portions small prices prepared unsatisfied german names attempting visit musem bonus scar cheek ,good well secret meal delicious ,0,0
3728,Negative,place good ratings food know never food enjoy fact since stars hard place called tofu house tofu bland soon saddest excuse soon ever good soon doobu broth bother broth mess made delicious place got orders sigh banchan kimchi sucked flavorless dr waste time money stomach ,food know never enjoy fact ,0,0
1125,Positive,looking new place saturday night remembered pio bookmarks first decorated since sit lounge area front next time rsvp admit hiccup waited us came things started look ordered along rellenas delicious peruvian inspired restaurant classic ones delicious entrees went arroz con camarones cuzco whoa came bigger going shrimp mussels plate sea jumped prawns shrimp calamari octopus clams rice mound camarones large dish correctly large obviously definitely back pio beans ,looking new place night decorated ,0,0
3305,Negative,place huge minutes someone finally ask friend mind middle day came take order another good friend impatient nachos mango pork burritos nachos best barely pork sriracha flavorful see back ,huge minutes someone finally ask ,0,0
43,Positive,impressed nai making tried different fried awesome goat balls wrapped cracker pure works well chorizo think patatas bravas whether potato every bite made happy meatballs tasty savory came dip bread prepare soak staff manager came check table things super friendly even gave us complementary shots dessert liquor need buzzed taste fruit juice must alcohol tropical sangria mango tad also live shows twice week check ,nai making different fried awesome ,0,0
726,Negative,boyfriend made pig figured table fortunately table waiting longer two groups basically squished groups flipped viet watermelon canned beer noodle side pork rather high genuinely place way food great part order probably pork rinds pretty sad boyfriend pretty think returning ever ,boyfriend made table waiting two ,0,0
