Topic_ID,Truly_Predicted_Class,Original_Text,Explanation,Label1,Label2,Label3
3522,AUTO,convertibles bouton gertrude cms udel katherine wondering someone point somewhere find list hopefully comparison days seems making big comeback sure look ,comeback seems sure someone look big find list somewhere wondering ,0,1,1
6505,MEDICINE,bennett kuhub cc ukans lungs long take clear tar quitting chances getting lung cancer decrease quickly considerable amount time happen ,cancer quit quickly clear decrease lung long cc amount uk ,0,0,0
3558,AUTO,steve green csiro au subaru liberty owners station wagon months now saying happy understatement great well built handles beautifully plenty power trip mountains narrow windy dirt road often parts ease havent much fun driving car years hey rocky watch pull rabbit hat comms group trick never works branch sleeve presto australia doubt gotta another ,handles never parts power narrow well haven built much trip ,1,1,1
6522,MEDICINE,jfare waterloo ncr jim fare oily skin problem article vaxc stevens tech wash face becomes half hour especially nose region illness prevent occuring short time cleanser will better job cleaning become think quite moderate acne many years found vigorously scrub nail brush soap irish spring twice day still leave pretty health print mirror min ask real anymore ,problem scrub nose oil half moderate better wash clean min ,0,1,1
3720,AUTO,grady world std dick seating ergonomics headroom article amiller almaden ibm alex miller physical therapist suggested good driving position back nearly vertical knees much higher hips cars particularly respect well designed seat height take look mini vans sat dodge caravan high plenty salem nh usa many newsgroups little time ,well little suggested respect height dodge designed cars nearly hips ,1,1,0
6515,MEDICINE,euclid mrcnext cso uiuc anti viral herbs pitt kenneth gilbert unfortunately rather poorly researched available today invented keep mind however days bottle coca cola really contain extract certain amount active cocaine times changed attitudes need change well yes part point aspirin problems situations useful ditto stuff licorice root taking anything drug theraputic purposes implicitly carries idea dose benefits exceeded unwanted additional effects potential ill known risk assumed parties involved may given situation worthwhile prozac instance shown cases tri cyclics fail use long clear taken periods time even though tested present day standards market term imho say university pittsburgh general internal medicine pa dammit programmer standard disclaimers apply bit ironic wave model light understand propagation system leaves trace hudson nelson ,poorly anti di fail wave system standard drug disc problems ,1,1,1
3732,AUTO,dduff col hp dave duff taurus sable rotor recall sables fleet cars site every year company sells later employees folks know drive buy complaints seem real nice ,real folks sells know nice site sable drive complaints employees ,0,0,1
6504,MEDICINE,uabdpo dpo uab stephen holland lactose intolerance article husc harvard ho leung ng kid primary school used drink tons milk without problems however nowadays hardly experiencing discomfort responsible change became older intestine normalized weaned state tolerance unusual adults mammals except sapiens northern european origin asian descent assumption based name loss lactase normal steve ,problems normal sap int experiencing responsible assumption loss state primary ,1,1,0
3723,AUTO,ucsbuxa ucsb archie holmes radio question lloking geo prizm lsi today nice anyway questions salesperson answer theft deterrent audio systems work find lterature thanks advance ,find advance thanks questions lt anyway ll pri sales nice ,0,1,0
6500,MEDICINE,bed intacc uucp deb waddington info disease yr old male friend misdiagnosed osteopporosis two years recently found illness rare symptoms brittle bones lost inches hieght enlarged liver spleen internal bleeding fatigue time problem type attributed genetic mutation lack enzyme glucocerebroside macrophages cells swell will eventually cause death enyzme replacement therapy successfully developed approved fda last patients administered drug called ceredase report remarkable improvement condition manufactured biotech biggy company genzyme costs patient per year justifyably expensive world need researched library relying netlanders provide additional news stories reports people know ideas articles corp hold enough money buy programs available help basically offer thanks much deborah ,thanks lack mis internal problem found u int remarkable g ,0,0,0
3762,AUTO,sylveste ecs umass ultimate awd vehicles article engr washington eliot lanmola uwm qazi csd subarus sell well although percentage subes purchased probably relatively high sold audi backing number models offers one purchase now reserved strictly top line model goes eliminated us lineup still available quattro version though hardly cheap true pledge making option entire cars will bring wagon became called turbo come quick rare also mike sylvester ,well one wagon sub sell purchased offers although will purchase ,1,1,0
6508,MEDICINE,uabdpo dpo uab stephen holland prednisone significant long term side effects taking twice day control ulcerative colitis seems reduce dosage problem becomes worse point see time perhaps ever wondering major things potential birth defects arthritis etc putting weight face looks puffed round experience sudden mood swings understand short second spenser aden said reply additionally hard say type response since patients generally kept steroids months thinking tapering alternatives daily dosing every case start another option possible azathioprine drug addition asulfidine lot specifics options though depends severity location duration disease well histology take advice net worth treat uc educated patient good let doctor know came put context also member foundation america office info hotline best luck steve ,worse coli put tape long control see term problem sp ,1,0,1
3527,AUTO,shou logos asd sgi tom ford explorer need performance axle considering getting xlt following questions go skiing roading limited slip purpose allow tires act independently different terrain will season good enough us lake tahoe thanks silicon graphics shoreline blvd ms fax mountain view ca ,good season us enough questions act will skiing terrain considering ,1,1,1
6507,MEDICINE,cliff buster stafford tx us tomplait sex problem albnyvms bitnet larry silverberg question hope taken seriously despite content long time girlfriend lately initiating sexual activity last four months things changed dramatically make shorter nothing think suggested go counselor really want yet suggestions appreciated help please contact mail info serious replies thanks one hand state seems see recommend examine hesitation good environment issues fact matter different perception two need address issue order resolve consider going possibly hurt paramedic ,problem shorter seriously long mail make taken bit order activity ,0,1,1
3548,AUTO,faraday clas virginia roy matthew thigpen bang best bet dodge intrepid sohc valve six gets hp hell lot room great styling abs four wheel disk breaks lh cars won automobile magazines year award quiet impressive ,impressive best six award breaks dodge roy automobile matthew hell ,1,0,1
6519,MEDICINE,dyer spdcc steve analgesics diuretics article ofk andrew cmu lawrence curcio sometimes see otc preparations muscle aches back combine aspirin diuretic certainly advertised ridiculous concoctions nostrums premenstrual syndrome ostensibly treat headache bloating simultaneously worthless idea seems reduce inflammation getting rid fluid actually work ursa major aka ima harvard rayssd linus ,worthless di muscle advertised reduce anal im cm rid prem ,0,0,1
3574,AUTO,boyle bnr ian volvo cars driven fairly hard none head line going mph first two spend lot operating life speedometer pegged reason speedo want know people hate volvos traumatized someone turbo wagon blowing away road good useful vw beetles though believe beetle corners better say without doubt never blown ever blocked car parks shit owners thought happen makes sure long small box last damn worst drove hired power handling ride reminiscent something character ceased production couple years back passenger big enough go test drive offer neat gifts ,gifts drive ceased something shit production neat spend enough owners ,1,1,1
6520,MEDICINE,jmilhoan magnus acs ohio state jt ringing ears article ncrwat waterloo ncr jfare jim fare friend mine trouble loud great difficulty sleeping night says normal sleep months looks making depressed doctor put anti depressants sometimes problem prescribing medicine course know exact situation may work helping started rather suddenly ago quickly losing social life sanity three years back turns tinnitus bilateral basically probably used keep drive nuts nowadays plug fingers check see usually gets tuned yes read personal experience anyone treatments coping mechanisms opinions depressant drugs millions according physician learn cope mentioned earlier ignoring eventually becomes unconscious doc also said caused diet much caffeine stress changed lifestyle comes goes always somewhat now rarely notice really kicks necessarily mean hearing loss either causing ent ear nose throat exam passed fact quite good considering take care reaction chances begin even info taken mostly experts readings sorry specifics handy ,depressed normal anti problem losing rather used loud difficulty mean ,0,1,1
3917,AUTO,reid ucs indiana frank kuebelwagen article mentor cc purdue thwang tommy hwang sorry mis spelling forgot spell series exams hand reference still possible cute wwii vw jeep wanna replica great think tkh thing kubelwagen lookalike manufactured mexico possibly south america good luck importing one probably meet us safety pollution requirements mechanics junkyards specialize might helpful finding unless re enacters grabbed german equivalent wheel drive display patton museum fort knox kentucky also rare schwimwagen sp amphibious version full scale dioramas highly recommended ,highly di recommended helpful sorry unless finding rare wwii still ,1,1,1
6514,MEDICINE,pitt kenneth gilbert breathe david nye nyeda cnsvax uwec reply ron roth rose right vertebrae attached sacrum knowledge adjusted either directly applying pressure pubic bone endless source misinformation sacral called end spine single solid except patients lumbarized normal variant adjust break tell want know oh come now surely meant measure flow electromagnetic energy flows crystal chromium applied great toe anything university pittsburgh general internal medicine dammit programmer ,sac normal internal pressure solid meant pitt u mis general ,0,1,1
3642,AUTO,yfn ysu john daker isuzu amigo opinions sought previous article sdexter shl scott dexter feedback appreciated yet another jeep wannabe designed yuppies will never take road want look outdoorsey dod darkman significant problems face solved level thinking created albert einstein eternal ,created level jeep designed albert will einstein solved yu eternal ,1,0,1
6679,MEDICINE,cbnewsd cb att ray jender looking doctor kind half watching street stories last night one segments provides service investigating treatment various diseases pretty sure name dr mark renniger sp close anyone else watch correct address phone number possible thanks ,treatment cb dr pretty half various segments night sp else ,1,0,1
3697,AUTO,faraday clas virginia roy matthew thigpen getting car need opinions good luck ,good need car roy luck matthew getting cl opinions th ,0,0,1
6502,MEDICINE,fulk cs rochester mark breech baby info needed article trentu ca xtkmg kate gregory another uncommon problem maternal hemorrhage remember incidence something births hard see handle home much time thing might consider risk tradeoffs vary loss loved one require considerable effort avoiding seem terrified birth process ridiculous unable believe bodies actually designed evolved discomforts us humans trouble free sacrificed increased brain cranial size wild animals easier domestic horses cows typically worse give family tree complicated pioneer great grandfathers several wives never figure wife child ask happened reached forties quite prosperous farmers nonetheless lost rigors childbirth graveyards spencer indiana boswell north dakota contain gravestones ida wf jacob liptrap may wanted section women carrying case hundred thousand babies hung second stage ten consequences devastating direct experience dozen victims fouled now want born hospital based guess likely false belief fatal always often happens reach adequate help permanently damages health clearly believer divine design however evolution favor kids encourage six inch holes cut stomach muscles expose anesthesia infection whatever measures think necessary wroth read outrageous straw man attack months practically mouth foam statistically sophisticated enough balance risks although produce exact statistics years last looked rest assured balanced caesarean unless indicated hand opposed obvious grounds waiting emergency bear took lead decisions talked things lot leg work main really bothered continued suggestions especially misc kidders pregnant first dangerous even unpleasant far better run naturally know many advocates mother luddite planning sake everyone needs people bother find relative unwilling take significant order nice surroundings view intensity doubt importance anyway somehow values advocating lopsided taking fairly small serious permanent harm preserve esthetic consideration university computer science department ,fu worse problem free loss ridiculous see brain fort might ,1,0,1
3562,AUTO,bcstec ca boeing robert carpenter thinking buying intrepid good bad idea new dodge anyone experiences share thanks bobc ,thanks new share idea bad bob good buying dodge thinking ,1,0,1
6501,MEDICINE,mcdonald aries scs uiuc jiggers article cup portal mmm mark robert thorson happen thing chiggers truly awful parasitic affliction understand tiny bugs dig deeply skin burying yuck things oklahoma close mother comes gainesville tex right across border claim chigger capitol world believe grew fort worth bad enough summer attack guaranteed doug ,bad sc attack af awful parasitic cup fort dig guaranteed ,1,1,0
,,,,1,1,1
,,,,1,0,1
,,,,1,0,0
,,,,1,1,1
